0,1,2,3,4,5,6
"a class=""new"" href=""/w/index.php?title=Kinsale_Capital_Group,_Inc.&amp;action=edit&amp;redlink=1"" title=""Kinsale Capital Group, Inc. (page does not exist)""Kinsale Capital Group, Inc./a
",KNSL,Financials,Property &amp; Casualty Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=KNSL&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Knight-Swift"" title=""Knight-Swift""Knight-Swift/a
",KNX,Industrials,Trucking,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=KNX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Kilroy_Realty_Corp&amp;action=edit&amp;redlink=1"" title=""Kilroy Realty Corp (page does not exist)""Kilroy Realty Corp/a
",KRC,Real Estate,Office REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=KRC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Kohl%27s"" title=""Kohl's""Kohl's/a
",KSS,Consumer Discretionary,General Merchandise Stores,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=KSS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Lithia_Motors"" title=""Lithia Motors""Lithia Motors/a
",LAD,Consumer Discretionary,Automotive Retail,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LAD&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Lamar_Advertising_Company"" title=""Lamar Advertising Company""Lamar Advertising Company/a
",LAMR,Real Estate,Specialized REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LAMR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Lancaster_Colony_Corp&amp;action=edit&amp;redlink=1"" title=""Lancaster Colony Corp (page does not exist)""Lancaster Colony Corp/a
",LANC,Consumer Staples,Packaged Foods &amp; Meats,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LANC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Lear_Corporation"" title=""Lear Corporation""Lear/a
",LEA,Consumer Discretionary,Auto Parts &amp; Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LEA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Lincoln_Electric"" title=""Lincoln Electric""Lincoln Electric Holdings Inc/a
",LECO,Industrials,Industrial Machinery,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LECO&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Littelfuse"" title=""Littelfuse""Littelfuse/a
",LFUS,Information Technology,Electronic Components,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LFUS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=LHC_Group&amp;action=edit&amp;redlink=1"" title=""LHC Group (page does not exist)""LHC Group/a
",LHCG,Health Care,Health Care Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LHCG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Lennox_International"" title=""Lennox International""Lennox International/a
",LII,Industrials,Building Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LII&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Lumentum_Holdings&amp;action=edit&amp;redlink=1"" title=""Lumentum Holdings (page does not exist)""Lumentum Holdings/a
",LITE,Information Technology,Communications Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LITE&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/LivaNova"" title=""LivaNova""LivaNova/a
",LIVN,Health Care,Health Care Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LIVN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Louisiana-Pacific"" title=""Louisiana-Pacific""Louisiana-Pacific/a
",LPX,Materials,Forest Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LPX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Lattice_Semiconductor"" title=""Lattice Semiconductor""Lattice Semiconductor/a
",LSCC ,Information Technology,Semiconductors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LSCC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Life_Storage"" title=""Life Storage""Life Storage Inc/a
",LSI,Real Estate,Specialized REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LSI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Landstar_System"" title=""Landstar System""Landstar System Inc/a
",LSTR,Industrials,Trucking,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=LSTR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Macerich"" title=""Macerich""Macerich/a
",MAC,Real Estate,Retail REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/ManpowerGroup"" title=""ManpowerGroup""ManpowerGroup/a
",MAN,Industrials,Human Resource &amp; Employment Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Manhattan_Associates_Inc.&amp;action=edit&amp;redlink=1"" title=""Manhattan Associates Inc. (page does not exist)""Manhattan Associates Inc./a
",MANH,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MANH&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Masimo"" title=""Masimo""Masimo/a
",MASI,Health Care,Health Care Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MASI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Medpace"" title=""Medpace""Medpace/a
",MEDP,Health Care,Biotechnology,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MEDP&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Mercury_Insurance_Group"" title=""Mercury Insurance Group""Mercury General Corp/a
",MCY,Financials,Property &amp; Casualty Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MCY&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Mercury_Systems_Inc"" title=""Mercury Systems Inc""Mercury Systems Inc/a
",MRCY,Industrials,Electrical Components &amp; Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MRCY&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/MDU_Resources_Group,_Inc."" title=""MDU Resources Group, Inc.""MDU Resources Group Inc/a
",MDU,Utilities,Multi-Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MDU&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/MGIC_Investment_Corporation"" title=""MGIC Investment Corporation""MGIC Investment Corporation/a
",MTG,Financials,Reinsurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Middleby_Corporation"" title=""Middleby Corporation""Middleby Corporation/a
",MIDD,Industrials,Industrial Machinery,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MIDD&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Mimecast"" title=""Mimecast""Mimecast/a
",MIME,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MIME&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/MKS_Instruments"" title=""MKS Instruments""MKS Instruments/a
",MKSI,Information Technology,Semiconductor Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MKSI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Herman_Miller_(office_equipment)"" title=""Herman Miller (office equipment)""Miller, Herman Inc/a
",MLHR,Industrials,Office Services &amp; Supplies,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MLHR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Maximus_Inc."" title=""Maximus Inc.""Maximus Inc./a
",MMS,Information Technology,Data Processing &amp; Outsourced Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MMS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Molina_Healthcare"" title=""Molina Healthcare""Molina Healthcare/a
",MOH,Health Care,Managed Health Care,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MOH&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Medical_Properties_Trust"" title=""Medical Properties Trust""Medical Properties Trust/a
",MPW,Real Estate,Health Care REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MPW&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/MSA_Safety"" title=""MSA Safety""MSA Safety/a
",MSA,Industrials,Office Services &amp; Supplies,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/MSC_Industrial_Direct"" title=""MSC Industrial Direct""MSC Industrial Direct/a
",MSM,Industrials,Trading Companies &amp; Distributors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MSM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Mattel"" title=""Mattel""Mattel/a
",MAT,Consumer Discretionary,Leisure Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MAT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Minerals_Technologies_Inc&amp;action=edit&amp;redlink=1"" title=""Minerals Technologies Inc (page does not exist)""Minerals Technologies Inc/a
",MTX,Materials,Specialty Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/MasTec"" title=""MasTec""MasTec/a
",MTZ,Industrials,Construction &amp; Engineering,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MTZ&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Murphy_Oil"" title=""Murphy Oil""Murphy Oil/a
",MUR,Energy,Oil &amp; Gas Exploration &amp; Production,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MUR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Murphy_USA"" title=""Murphy USA""Murphy USA Inc/a
",MUSA,Consumer Discretionary,Automotive Retail,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=MUSA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/National_Instruments"" title=""National Instruments""National Instruments Corp/a
",NATI,Information Technology,Electronic Equipment &amp; Instruments,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NATI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Navient_Corporation"" title=""Navient Corporation""Navient Corp./a
",NAVI,Financials,Consumer Finance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NAVI&amp;owner=exclude&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Neurocrine_Biosciences"" title=""Neurocrine Biosciences""Neurocrine Biosciences/a
",NBIX,Health Care,Biotechnology,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NBIX&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/NCR_Corporation"" title=""NCR Corporation""NCR/a
",NCR,Information Technology,IT Consulting &amp; Other Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NCR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Nordson"" title=""Nordson""Nordson/a
",NDSN,Industrials,Industrial Machinery,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NDSN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Neogen"" title=""Neogen""Neogen/a
",NEOG,Health Care,Health Care Supplies,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEOG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/NewMarket_Corporation"" title=""NewMarket Corporation""NewMarket Corporation/a
",NEU,Materials,Specialty Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NEU&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/National_Fuel_Gas"" title=""National Fuel Gas""National Fuel Gas/a
",NFG,Utilities,Gas Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NFG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/New_Jersey_Resources"" title=""New Jersey Resources""New Jersey Resources/a
",NJR,Utilities,Gas Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NJR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Nektar_Therapeutics"" title=""Nektar Therapeutics""Nektar Therapeutics/a
",NKTR,Health Care,Biotechnology,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NKTR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/National_Retail_Properties"" title=""National Retail Properties""National Retail Properties/a
",NNN,Real Estate,Retail REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NNN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=National_Storage_Affiliates_Trust&amp;action=edit&amp;redlink=1"" title=""National Storage Affiliates Trust (page does not exist)""National Storage Affiliates Trust/a
",NSA,Real Estate,Specialized REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NSA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/NetScout_Systems"" title=""NetScout Systems""NetScout Systems/a
",NTCT,Information Technology,Communications Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NTCT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Nordstrom"" title=""Nordstrom""Nordstrom/a
",JWN,Consumer Discretionary,Department Stores,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=JWN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Nu_Skin_Enterprises"" title=""Nu Skin Enterprises""Nu Skin Enterprises/a
",NUS,Consumer Staples,Personal Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NUS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/NuVasive"" title=""NuVasive""NuVasive/a
",NUVA,Health Care,Health Care Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NUVA&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Envista_Holdings&amp;action=edit&amp;redlink=1"" title=""Envista Holdings (page does not exist)""Envista Holdings/a
",NVST,Health Care,Health Care Supplies,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NVST&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=NVent_Electric&amp;action=edit&amp;redlink=1"" title=""NVent Electric (page does not exist)""nVent Electric/a plc
",NVT,Industrials,Electrical Components &amp; Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NVT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/NorthWestern_Corporation"" title=""NorthWestern Corporation""NorthWestern Corporation/a
",NWE,Utilities,Multi-Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NWE&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/New_York_Community_Bank"" title=""New York Community Bank""New York Community Bancorp Inc/a
",NYCB,Financials,Thrifts &amp; Mortgage Finance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NYCB&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/The_New_York_Times_Company"" title=""The New York Times Company""New York Times Company/a
",NYT,Communication Services,Publishing,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=NYT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Corporate_Office_Properties_Trust"" title=""Corporate Office Properties Trust""Corporate Office Properties Trust/a
",OFC,Real Estate,Office REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OFC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/OGE_Energy_Corp"" title=""OGE Energy Corp""OGE Energy Corp/a
",OGE,Utilities,Multi-Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OGE&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/ONE_Gas"" title=""ONE Gas""ONE Gas/a
",OGS,Utilities,Gas Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OGS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Omega_Healthcare_Investors&amp;action=edit&amp;redlink=1"" title=""Omega Healthcare Investors (page does not exist)""Omega Healthcare Investors/a
",OHI,Real Estate,Specialized REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OHI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Universal_Display_Corporation"" title=""Universal Display Corporation""Universal Display Corporation/a
",OLED,Information Technology,Semiconductors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OLED&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Ollie%27s_Bargain_Outlet"" title=""Ollie's Bargain Outlet""Ollie's Bargain Outlet/a
",OLLI,Consumer Discretionary,General Merchandise Stores,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OLLI&amp;owner=exclude&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Olin_Corporation"" title=""Olin Corporation""Olin Corporation/a
",OLN,Materials,Diversified Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OLN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Option_Care_Health&amp;action=edit&amp;redlink=1"" title=""Option Care Health (page does not exist)""Option Care Health/a
",OPCH,Health Care,Health Care Facilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OPCH&amp;owner=exclude&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Old_Republic_International"" title=""Old Republic International""Old Republic International/a
",ORI,Financials,Property &amp; Casualty Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ORI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Oshkosh_Corporation"" title=""Oshkosh Corporation""Oshkosh Corporation/a
",OSK,Industrials,Construction Machinery &amp; Heavy Trucks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OSK&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Owens_Corning"" title=""Owens Corning""Owens Corning/a
",OC,Industrials,Building Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Bank_OZK"" title=""Bank OZK""Bank OZK/a
",OZK,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=OZK&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/PacWest_Bancorp"" title=""PacWest Bancorp""PacWest Bancorp/a
",PACW,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PACW&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Park_Hotels_%26_Resorts"" title=""Park Hotels &amp; Resorts""Park Hotels &amp; Resorts/a
",PK,Real Estate,Hotel &amp; Resort REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PK&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Paylocity_Holding_Corp"" title=""Paylocity Holding Corp""Paylocity Holding Corp/a
",PCTY,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PCTY&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Physicians_Realty_Trust&amp;action=edit&amp;redlink=1"" title=""Physicians Realty Trust (page does not exist)""Physicians Realty Trust/a
",DOC,Real Estate,Health Care REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DOC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=PROG_Holdings,_Inc.&amp;action=edit&amp;redlink=1"" title=""PROG Holdings, Inc. (page does not exist)""PROG Holdings, Inc./a
",PRG,Financials,Specialized Finance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PRG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Prosperity_Bancshares_Inc"" title=""Prosperity Bancshares Inc""Prosperity Bancshares Inc/a
",PB,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PB&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/PotlatchDeltic"" title=""PotlatchDeltic""PotlatchDeltic/a
",PCH,Real Estate,Specialized REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PCH&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Patterson_Companies"" title=""Patterson Companies""Patterson Companies/a
",PDCO,Health Care,Health Care Distributors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PDCO&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Pebblebrook_Hotel_Trust&amp;action=edit&amp;redlink=1"" title=""Pebblebrook Hotel Trust (page does not exist)""Pebblebrook Hotel Trust/a
",PEB,Real Estate,Hotel &amp; Resort REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PEB&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Penumbra,_Inc.&amp;action=edit&amp;redlink=1"" title=""Penumbra, Inc. (page does not exist)""Penumbra, Inc./a
",PEN,Health Care,Health Care Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PEN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Performance_Food_Group"" title=""Performance Food Group""Performance Food Group/a
",PFGC,Consumer Staples,Food Distributors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PFGC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Pilgrim%27s_Pride"" title=""Pilgrim's Pride""Pilgrim's Pride/a
",PPC,Consumer Staples,Packaged Foods &amp; Meats,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PPC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Polaris_Inc."" title=""Polaris Inc.""Polaris Inc./a
",PII,Consumer Discretionary,Leisure Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PII&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Pinnacle_Financial_Partners"" title=""Pinnacle Financial Partners""Pinnacle Financial Partners/a
",PNFP,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PNFP&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/PNM_Resources"" title=""PNM Resources""PNM Resources/a
",PNM,Utilities,Electric Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PNM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Post_Holdings"" title=""Post Holdings""Post Holdings Inc/a
",POST,Consumer Staples,Packaged Foods &amp; Meats,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=POST&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/PS_Business_Parks"" title=""PS Business Parks""PS Business Parks/a
",PSB,Real Estate,Diversified REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PSB&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Primerica"" title=""Primerica""Primerica/a
",PRI,Financials,Life &amp; Health Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PRI&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Progyny&amp;action=edit&amp;redlink=1"" title=""Progyny (page does not exist)""Progyny/a
",PGNY ,Health Care,Health Care Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=PGNY&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
