Ticker,Index,MarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEG,PriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,
[['ARR'], '-', '892.51M', '131.80M', '183.00M', '14.57', '6.05', '1.20', '11.11%', '-', '3.00', '5.01', '9.83', '-', '4.88', '0.74', '1.78', '20.06', '-', '-', '3.30', '0.00', '-0.49%', '0.36%', '-6.12%', '2.40%', '13.30%', '-', '-', '-', '72.00%', '55.10%', '76.06M', '-', '-', '2.77', '11.06', '-14.29%', '20.96%', '1.69M', '389,079', '-10.67%', '8.43%', '0.09%'],
[['ASIX'], '-', '1.04B', '98.30M', '1.44B', '18.58', '0.15', '-', '-', '1400', '1.50', '10.54', '8.82', '1.05', '0.72', '1.94', '240.95', '7.59', '0.70', '1.20', '0.00', '0.37', '-2.70%', '3.44%', '23.72%', '7.90%', '21.10%', '7.50%', '14.50%', '9.10%', '6.80%', '0.00%', '28.13M', '27.37M', '2.20%', '2.61', '44.50', '-7.84%', '204.48%', '230.98K', '17,498', '32.04%', '185.38%', '80.59%'],
[['ASTE'], '-', '1.27B', '25.20M', '1.03B', '28.97', '8.00', '0.44', '0.79%', '3537', '2.20', '50.43', '17.73', '5.04', '1.23', '1.91', '6.93', '20.57', '1.80', '3.10', '0.00', '0.00', '-8.37%', '-9.71%', '-17.57%', '4.00%', '5.40%', '5.60%', '23.40%', '3.80%', '3.40%', '21.50%', '22.74M', '22.42M', '1.26%', '2.87', '77.33', '-32.66%', '11.60%', '98.52K', '3,674', '-22.75%', '3.24%', '-4.25%'],
[['ATGE'], '-', '1.89B', '102.00M', '1.11B', '26.08', '-', '-', '-', '4024', '2.00', '20.15', '7.76', '1.34', '1.70', '1.52', '-', '13.17', '3.70', '3.70', '0.82', '0.82', '3.82%', '5.47%', '4.19%', '2.90%', '5.90%', '5.70%', '56.00%', '14.50%', '6.90%', '0.00%', '49.89M', '48.46M', '4.03%', '4.01', '46.80', '-11.52%', '67.10%', '486.96K', '27,677', '-4.27%', '50.86%', '16.82%'],
[['ATI'], '-', '2.19B', '-1228.20M', '2.56B', '3.72', '3.62', '-', '-', '6500', '2.20', '-', '21.54', '-', '0.85', '4.51', '4.63', '-', '1.60', '3.30', '3.43', '3.39', '-6.54%', '-13.35%', '-18.15%', '-28.70%', '-153.00%', '-67.20%', '8.30%', '-42.00%', '-47.90%', '-', '127.10M', '126.34M', '11.59%', '10.62', '26.00', '-33.89%', '100.85%', '1.38M', '188,144', '-21.57%', '72.07%', '-0.06%'],
[['ATNI'], '-', '732.48M', '-13.10M', '483.80M', '40.34', '-', '0.68', '1.48%', '1700', '1.70', '-', '-', '-', '1.51', '1.14', '-', '-', '1.40', '1.50', '0.14', '0.13', '0.16%', '2.22%', '-1.41%', '-1.20%', '-2.00%', '1.20%', '63.80%', '0.20%', '-2.70%', '-', '15.91M', '10.95M', '1.76%', '4.97', '66.33', '-15.36%', '12.10%', '38.75K', '1,699', '-8.95%', '-11.59%', '10.18%'],
[['AVA'], '-', '2.78B', '145.70M', '1.36B', '29.82', '0.56', '1.69', '4.23%', '1200', '3.20', '18.99', '18.30', '3.06', '2.04', '1.34', '71.25', '-', '0.30', '0.40', '1.16', '0.90', '-4.75%', '-6.25%', '-7.26%', '2.30%', '7.20%', '5.20%', '-', '18.30%', '10.70%', '78.50%', '69.40M', '69.01M', '2.81%', '5.43', '41.50', '-19.36%', '22.83%', '356.84K', '25,589', '-13.84%', '15.48%', '-0.55%'],
[['AVAV'], '-', '2.16B', '-0.70M', '408.50M', '24.30', '4.46', '-', '-', '1165', '2.00', '-', '27.90', '-', '5.30', '3.55', '19.34', '68.05', '3.10', '4.20', '0.33', '0.31', '-12.01%', '-12.71%', '-19.19%', '-0.10%', '-0.10%', '5.30%', '38.60%', '4.60%', '-0.20%', '-', '24.62M', '23.23M', '4.55%', '5.04', '126.80', '-40.05%', '45.71%', '209.66K', '48,532', '-27.80%', '33.91%', '-0.75%'],
[['AVD'], '-', '456.17M', '19.10M', '509.00M', '12.34', '0.65', '0.08', '0.53%', '771', '2.00', '23.96', '16.12', '-', '0.90', '1.22', '23.27', '8.72', '1.20', '2.20', '0.40', '0.40', '-1.06%', '-4.55%', '-15.35%', '2.70%', '5.30%', '4.20%', '37.60%', '5.30%', '3.70%', '9.40%', '29.93M', '27.01M', '2.75%', '3.94', '23.50', '-32.95%', '18.93%', '188.19K', '12,099', '-28.41%', '4.07%', '-2.90%'],
[['AVNS'], '-', '1.56B', '2.40M', '737.80M', '26.95', '2.10', '-', '-', '5380', '2.80', '940.57', '20.64', '149.30', '2.12', '1.22', '15.65', '-', '1.80', '2.80', '0.13', '0.13', '0.30%', '-4.05%', '-21.56%', '0.10%', '0.20%', '-2.60%', '49.00%', '-8.80%', '0.30%', '0.00%', '48.10M', '47.60M', '2.20%', '2.78', '43.00', '-39.06%', '5.52%', '376.80K', '23,253', '-28.29%', '-1.20%', '-28.25%'],
[['AWR'], '-', '3.22B', '92.30M', '503.40M', '17.99', '0.15', '1.34', '1.55%', '841', '2.70', '34.72', '33.27', '5.51', '6.39', '4.82', '595.62', '-', '1.10', '1.20', '0.90', '0.90', '-4.20%', '-1.99%', '7.60%', '5.20%', '14.30%', '8.40%', '80.20%', '27.30%', '18.30%', '53.60%', '36.92M', '36.55M', '1.77%', '3.54', '86.92', '-8.39%', '25.62%', '182.87K', '12,145', '17.61%', '21.68%', '9.01%'],
[['AX'], '-', '2.68B', '215.50M', '617.90M', '23.65', '28.61', '-', '-', '1165', '1.60', '12.85', '11.31', '1.29', '4.34', '1.93', '1.60', '6.67', '-', '-', '0.16', '0.16', '-5.74%', '-6.17%', '-1.42%', '1.50%', '16.40%', '26.20%', '-', '83.40%', '34.90%', '0.00%', '59.24M', '53.04M', '3.62%', '9.04', '56.00', '-17.83%', '110.01%', '212.34K', '20,766', '-12.24%', '93.81%', '21.88%'],
[['AXL'], '-', '953.42M', '205.60M', '5.56B', '3.87', '5.33', '-', '-', '20000', '2.70', '4.77', '3.83', '-', '0.17', '2.23', '1.62', '1.32', '1.40', '1.70', '7.33', '7.07', '-4.47%', '-9.80%', '-15.70%', '3.50%', '52.90%', '-9.20%', '16.20%', '7.30%', '3.70%', '0.00%', '114.00M', '111.85M', '4.21%', '3.70', '11.50', '-37.19%', '70.12%', '1.27M', '295,261', '-24.41%', '37.80%', '3.60%'],
[['AZZ'], '-', '1.30B', '56.40M', '855.50M', '25.44', '0.49', '0.68', '1.31%', '3883', '2.30', '23.50', '16.02', '2.35', '1.52', '2.03', '105.19', '20.67', '1.80', '2.60', '0.00', '0.29', '-3.12%', '-3.60%', '-1.13%', '5.60%', '9.00%', '6.30%', '23.90%', '9.10%', '6.60%', '30.60%', '25.05M', '24.62M', '1.70%', '3.50', '61.00', '-12.13%', '56.35%', '119.20K', '1,956', '-2.51%', '45.13%', '9.06%'],
[['B'], '-', '2.21B', '76.90M', '1.18B', '27.30', '1.79', '0.64', '1.48%', '5000', '2.20', '28.74', '17.41', '2.87', '1.87', '1.59', '24.23', '20.59', '1.40', '2.20', '0.47', '0.47', '-8.21%', '-11.67%', '-16.22%', '2.90%', '5.70%', '4.10%', '35.30%', '11.40%', '6.50%', '42.30%', '50.93M', '46.86M', '0.88%', '2.63', '57.80', '-26.01%', '25.48%', '157.19K', '11,541', '-17.21%', '13.91%', '-14.56%'],
[['BANC'], '-', '889.82M', '55.30M', '281.50M', '14.50', '4.17', '0.24', '1.34%', '611', '2.00', '16.29', '11.88', '1.63', '3.16', '1.23', '4.28', '6.47', '-', '-', '0.00', '0.35', '-1.38%', '0.11%', '-1.09%', '0.70%', '7.80%', '22.90%', '-', '84.70%', '19.70%', '21.80%', '50.65M', '48.15M', '4.89%', '9.39', '21.21', '-18.64%', '93.44%', '250.84K', '18,859', '-12.71%', '66.98%', '21.35%'],
[['BANR'], '-', '1.78B', '176.70M', '516.80M', '48.05', '44.58', '1.64', '3.12%', '2061', '2.40', '10.47', '12.83', '1.50', '3.43', '1.09', '1.18', '4.93', '-', '-', '0.13', '0.13', '-7.55%', '-6.06%', '-4.80%', '1.10%', '10.70%', '24.20%', '-', '94.40%', '34.20%', '32.50%', '34.74M', '33.80M', '2.27%', '4.92', '60.00', '-16.04%', '68.82%', '155.73K', '11,814', '-8.30%', '58.37%', '12.69%'],
[['BCC'], '-', '2.13B', '580.90M', '7.33B', '30.82', '16.64', '0.40', '0.74%', '6130', '3.20', '3.70', '8.86', '-', '0.29', '1.76', '3.25', '6.95', '1.50', '2.30', '0.39', '0.39', '-6.06%', '-2.15%', '-3.88%', '26.00%', '60.50%', '15.80%', '20.70%', '11.70%', '7.90%', '2.00%', '39.44M', '39.09M', '2.30%', '2.26', '63.80', '-30.22%', '52.39%', '398.47K', '38,976', '-5.17%', '43.40%', '17.32%'],
[['BCEI'], '-', '1.35B', '38.40M', '351.70M', '45.18', '0.79', '1.40', '3.22%', '109', '1.80', '19.89', '4.81', '1.33', '3.84', '0.96', '55.38', '7.95', '0.60', '0.60', '0.14', '0.14', '6.04%', '9.19%', '23.81%', '2.80%', '3.40%', '4.70%', '87.70%', '24.20%', '10.90%', '15.70%', '30.66M', '30.38M', '8.65%', '4.53', '60.50', '-15.77%', '170.49%', '579.85K', '69,871', '34.36%', '113.86%', '125.14%'],
[['BCOR'], '-', '737.83M', '-17.70M', '863.20M', '7.89', '4.76', '-', '-', '846', '1.70', '-', '9.22', '-', '0.85', '1.91', '3.17', '9.64', '2.40', '2.40', '1.45', '1.45', '-7.72%', '-8.58%', '-8.82%', '-1.60%', '-5.00%', '-35.90%', '49.30%', '6.60%', '-2.00%', '-', '48.51M', '47.66M', '2.29%', '4.55', '24.00', '-21.40%', '76.82%', '240.21K', '32,846', '-12.43%', '61.35%', '-5.28%'],
[['BCPC'], '-', '4.48B', '89.90M', '743.90M', '26.98', '2.50', '0.58', '0.41%', '1327', '2.00', '50.77', '33.93', '2.12', '6.03', '5.19', '56.10', '42.01', '2.10', '2.90', '0.15', '0.14', '0.58%', '3.70%', '10.28%', '7.70%', '10.70%', '9.00%', '31.10%', '16.00%', '12.10%', '20.80%', '32.23M', '32.11M', '1.66%', '5.31', '150.75', '-2.41%', '48.40%', '100.47K', '6,058', '9.69%', '46.97%', '21.52%'],
[['BDN'], '-', '2.28B', '299.80M', '493.80M', '10.19', '0.28', '0.76', '5.72%', '341', '2.90', '7.58', '131.49', '1.52', '4.62', '1.30', '47.87', '42.05', '-', '-', '1.09', '1.09', '-5.01%', '-5.33%', '-0.23%', '7.70%', '16.90%', '3.10%', '61.50%', '21.40%', '60.70%', '43.20%', '170.85M', '168.21M', '7.26%', '5.46', '14.42', '-13.81%', '52.95%', '2.23M', '171,048', '-0.23%', '20.40%', '11.50%'],
[['BFS'], '-', '1.04B', '30.60M', '237.60M', '10.89', '0.62', '2.20', '5.06%', '60', '2.30', '33.39', '-', '4.39', '4.39', '3.99', '70.01', '27.38', '-', '-', '4.40', '4.40', '-3.60%', '-4.00%', '7.54%', '1.80%', '14.00%', '3.80%', '74.10%', '21.80%', '12.90%', '162.80%', '23.62M', '12.88M', '1.00%', '3.82', '48.33', '-9.15%', '84.99%', '33.69K', '1,291', '9.91%', '67.75%', '37.25%'],
[['BGS'], '-', '1.91B', '110.80M', '1.98B', '12.99', '0.63', '1.90', '6.33%', '3207', '3.10', '17.61', '14.02', '-', '0.97', '2.31', '47.37', '-', '1.00', '3.40', '0.00', '2.76', '-0.10%', '-0.37%', '-2.85%', '3.00%', '13.20%', '7.30%', '23.90%', '12.80%', '5.60%', '110.90%', '64.78M', '56.01M', '22.30%', '15.30', '28.25', '-37.88%', '17.66%', '816.60K', '60,769', '-9.26%', '11.11%', '8.19%'],
[['BHE'], '-', '969.02M', '28.90M', '2.10B', '27.05', '10.31', '0.66', '2.44%', '11234', '1.70', '34.21', '18.04', '2.73', '0.46', '1.00', '2.62', '11.06', '1.50', '2.20', '0.14', '0.13', '-1.61%', '0.75%', '-6.19%', '1.60%', '2.90%', '1.90%', '8.90%', '2.10%', '1.40%', '80.80%', '35.75M', '35.07M', '2.43%', '4.55', '35.67', '-18.55%', '41.44%', '187.23K', '21,693', '-11.83%', '26.15%', '0.19%'],
[['BHLB'], '-', '1.17B', '76.60M', '363.40M', '23.36', '39.02', '0.48', '1.94%', '1505', '2.80', '16.28', '17.26', '1.63', '3.23', '1.06', '0.63', '14.79', '-', '-', '0.09', '0.09', '-6.10%', '-10.81%', '0.61%', '0.60%', '6.00%', '26.00%', '-', '81.70%', '19.50%', '34.10%', '50.32M', '46.39M', '3.56%', '4.25', '28.80', '-18.81%', '175.09%', '388.57K', '47,906', '5.37%', '137.14%', '44.33%'],
[['BIG'], '-', '1.54B', '260.20M', '6.20B', '33.92', '9.07', '1.20', '2.52%', '10800', '2.80', '6.75', '7.77', '-', '0.25', '1.41', '5.26', '-', '0.50', '1.40', '0.00', '0.00', '-4.95%', '-13.78%', '-20.16%', '6.50%', '21.00%', '48.60%', '39.90%', '5.60%', '4.20%', '16.50%', '34.00M', '31.94M', '16.22%', '6.89', '55.44', '-35.30%', '12.68%', '752.07K', '114,195', '-32.50%', '5.30%', '11.06%'],
[['BJRI'], '-', '924.01M', '-21.40M', '909.50M', '14.42', '3.86', '-', '-', '22500', '2.40', '-', '18.08', '-', '1.02', '2.81', '10.50', '19.83', '0.60', '0.70', '0.24', '0.24', '-1.21%', '-3.61%', '-18.12%', '-2.00%', '-6.80%', '-12.70%', '37.60%', '-3.50%', '-2.40%', '-', '23.25M', '22.37M', '7.44%', '5.71', '52.46', '-37.11%', '45.25%', '291.46K', '21,531', '-32.60%', '17.73%', '5.43%'],
[['BKE'], '-', '2.03B', '215.90M', '1.16B', '9.76', '8.41', '1.32', '3.21%', '2700', '3.00', '9.38', '10.16', '-', '1.75', '4.22', '4.89', '14.53', '2.00', '2.40', '0.00', '0.00', '1.77%', '-3.53%', '2.72%', '24.00%', '49.20%', '32.10%', '49.00%', '24.20%', '18.50%', '21.10%', '48.95M', '29.72M', '18.67%', '9.89', '-', '-19.72%', '120.00%', '560.85K', '37,737', '0.46%', '101.89%', '40.92%'],
[['BKU'], '-', '3.71B', '345.50M', '992.90M', '34.36', '11.46', '0.92', '2.29%', '1465', '2.50', '10.67', '11.47', '1.11', '3.74', '1.17', '3.50', '3.73', '-', '-', '0.23', '0.23', '-6.49%', '-5.44%', '-7.27%', '1.00%', '11.40%', '18.90%', '-', '83.70%', '34.80%', '24.40%', '93.24M', '92.46M', '2.16%', '3.55', '47.29', '-23.87%', '88.11%', '562.52K', '49,417', '-16.13%', '72.35%', '15.41%'],
[['BLFS'], '-', '1.87B', '3.30M', '74.10M', '11.88', '1.93', '-', '-', '193', '2.10', '848.04', '382.98', '84.80', '25.26', '4.00', '24.56', '-', '3.20', '4.10', '0.03', '0.01', '-12.86%', '-6.66%', '11.74%', '1.10%', '1.20%', '-1.10%', '49.10%', '-15.60%', '4.40%', '0.00%', '38.07M', '36.47M', '6.86%', '5.38', '62.14', '-24.77%', '85.83%', '465.04K', '28,954', '22.52%', '86.75%', '19.05%'],
[['BLMN'], '-', '2.26B', '119.60M', '3.65B', '1.64', '1.14', '-', '-', '77000', '1.90', '25.13', '9.00', '-', '0.62', '15.49', '22.34', '6.67', '0.20', '0.30', '5.81', '5.73', '-2.82%', '-3.13%', '-1.34%', '3.60%', '246.30%', '-9.10%', '70.30%', '5.30%', '3.30%', '0.00%', '89.08M', '88.06M', '16.37%', '9.35', '34.79', '-23.71%', '83.24%', '1.54M', '92,925', '-10.43%', '62.05%', '30.84%'],
[['BMI'], '-', '3.01B', '55.70M', '466.60M', '13.12', '1.96', '0.80', '0.78%', '1602', '2.90', '51.35', '48.10', '3.45', '6.45', '7.82', '52.47', '58.37', '1.80', '3.00', '0.00', '0.00', '-4.26%', '-1.87%', '2.51%', '11.70%', '15.20%', '13.70%', '40.40%', '15.60%', '11.90%', '37.60%', '29.11M', '28.95M', '4.01%', '10.69', '95.25', '-10.25%', '61.58%', '108.53K', '4,448', '8.08%', '60.44%', '9.13%'],
[['BNED'], '-', '570.63M', '-129.50M', '1.47B', '4.98', '0.15', '-', '-', '2761', '2.00', '-', '25.15', '-', '0.39', '2.20', '75.08', '21.06', '0.30', '1.10', '0.79', '0.60', '10.73%', '18.91%', '37.66%', '-10.60%', '-40.40%', '-25.80%', '19.20%', '-10.80%', '-8.80%', '-', '51.47M', '37.51M', '5.27%', '3.08', '11.50', '-10.26%', '395.40%', '640.27K', '89,196', '18.14%', '386.22%', '135.27%'],
[['BOOM'], '-', '748.22M', '2.20M', '233.50M', '19.71', '9.54', '-', '-', '531', '1.50', '305.27', '29.77', '15.26', '3.20', '2.00', '4.13', '207.84', '4.00', '5.00', '0.00', '0.00', '-5.39%', '-12.59%', '-27.12%', '0.70%', '0.90%', '-0.20%', '23.80%', '1.10%', '0.90%', '0.00%', '18.71M', '18.41M', '5.64%', '6.55', '58.00', '-46.11%', '27.71%', '158.39K', '9,563', '-28.40%', '16.27%', '-8.95%'],
[['BOOT'], '-', '2.64B', '100.50M', '1.05B', '14.98', '1.71', '-', '-', '1500', '2.10', '27.21', '23.25', '1.55', '2.51', '6.10', '53.32', '17.60', '0.30', '1.50', '0.15', '0.14', '3.70%', '5.69%', '30.92%', '11.00%', '26.30%', '13.20%', '35.30%', '13.10%', '9.60%', '0.00%', '29.36M', '29.16M', '7.67%', '5.70', '100.00', '-3.53%', '247.20%', '392.19K', '42,575', '39.30%', '210.39%', '110.75%'],
[['BRC'], '-', '2.59B', '128.80M', '1.14B', '18.50', '2.81', '0.88', '1.78%', '5700', '2.00', '20.07', '14.17', '2.87', '2.26', '2.67', '17.58', '19.50', '1.30', '1.80', '0.00', '0.04', '-5.06%', '-7.35%', '-8.16%', '10.30%', '13.90%', '13.10%', '49.00%', '14.60%', '11.30%', '35.50%', '52.07M', '46.72M', '1.82%', '4.20', '67.00', '-20.73%', '30.66%', '202.87K', '8,787', '-10.50%', '16.31%', '-6.57%'],
[['BRKL'], '-', '1.12B', '103.40M', '318.10M', '12.44', '4.67', '0.48', '3.23%', '780', '2.20', '11.29', '12.25', '1.88', '3.52', '1.19', '3.18', '10.13', '-', '-', '0.16', '0.16', '-3.68%', '-2.45%', '-2.94%', '1.20%', '10.90%', '22.10%', '-', '88.00%', '32.50%', '35.30%', '78.15M', '76.14M', '1.56%', '4.05', '17.75', '-17.68%', '73.55%', '292.32K', '91,417', '-5.17%', '64.27%', '23.34%'],
[['BSIG'], '-', '2.12B', '210.30M', '604.20M', '10.89', '14.73', '0.04', '0.15%', '800', '2.20', '10.34', '18.72', '0.43', '3.50', '2.44', '1.80', '39.41', '-', '-', '0.00', '0.52', '-3.13%', '1.18%', '17.51%', '53.10%', '197.70%', '44.30%', '-', '64.20%', '-', '0.40%', '79.35M', '79.16M', '1.67%', '3.15', '28.75', '-5.64%', '111.49%', '418.81K', '48,671', '33.65%', '99.62%', '37.60%'],
[['CADE'], '-', '2.64B', '456.10M', '644.00M', '17.66', '17.45', '0.60', '2.83%', '1818', '2.40', '5.82', '12.21', '-', '4.09', '1.20', '1.21', '28.46', '-', '-', '0.08', '0.08', '-3.19%', '1.33%', '0.99%', '2.40%', '21.50%', '13.10%', '-', '-', '70.80%', '11.70%', '124.73M', '121.08M', '3.12%', '4.47', '22.50', '-14.20%', '165.07%', '846.05K', '85,946', '-5.53%', '141.89%', '29.05%'],
[['CAL'], '-', '851.51M', '-22.70M', '2.53B', '6.53', '1.43', '0.28', '1.26%', '8400', '2.00', '-', '6.57', '-', '0.34', '3.41', '15.57', '5.11', '0.20', '0.80', '1.24', '0.41', '-7.01%', '-8.38%', '3.92%', '-1.10%', '-9.40%', '-64.00%', '42.70%', '1.80%', '-0.80%', '-', '36.88M', '36.72M', '6.95%', '4.89', '35.50', '-25.13%', '190.36%', '521.27K', '68,618', '17.85%', '103.94%', '42.17%'],
[['CALM'], '-', '1.58B', '2.10M', '1.35B', '20.86', '3.82', '0.03', '0.08%', '3286', '3.00', '867.56', '31.39', '-', '1.17', '1.71', '9.32', '-', '3.30', '5.80', '0.00', '0.00', '-0.85%', '0.77%', '-4.50%', '0.20%', '0.20%', '-1.40%', '12.20%', '-1.90%', '0.20%', '0.00%', '48.55M', '32.74M', '14.12%', '14.16', '39.00', '-17.13%', '5.85%', '326.52K', '21,468', '-15.85%', '-9.61%', '-5.25%'],
[['CAMP'], '-', '370.93M', '-12.70M', '308.00M', '2.75', '-', '-', '-', '983', '2.00', '-', '17.57', '-', '1.20', '3.85', '-', '32.83', '1.90', '2.10', '1.96', '1.92', '-9.26%', '-12.48%', '-12.92%', '-9.90%', '-42.90%', '-2.60%', '40.20%', '0.60%', '-14.20%', '-', '34.84M', '34.27M', '2.87%', '5.27', '15.58', '-29.64%', '45.65%', '186.76K', '20,945', '-8.40%', '25.06%', '6.65%'],
[['CARA'], '-', '747.86M', '8.40M', '123.30M', '4.06', '3.16', '-', '-', '80', '1.90', '142.52', '-', '-', '6.07', '3.76', '4.82', '48.25', '10.80', '10.80', '0.00', '0.00', '1.01%', '11.13%', '-9.38%', '3.80%', '4.10%', '2.40%', '-', '-', '6.80%', '0.00%', '50.06M', '43.32M', '8.93%', '2.50', '26.33', '-48.98%', '34.80%', '1.55M', '96,737', '-22.31%', '3.25%', '0.79%'],
[['CASH'], '-', '1.64B', '136.60M', '282.20M', '27.94', '23.69', '0.20', '0.38%', '1015', '1.70', '12.11', '10.78', '-', '5.82', '1.86', '2.19', '2.63', '-', '-', '0.11', '0.11', '-0.54%', '0.33%', '7.91%', '1.80%', '16.20%', '24.30%', '-', '84.20%', '48.40%', '4.70%', '31.32M', '29.94M', '3.79%', '6.98', '63.00', '-9.19%', '173.29%', '162.70K', '34,446', '6.32%', '169.05%', '42.18%'],
[['CATO'], '-', '386.33M', '9.30M', '727.00M', '12.81', '9.64', '0.68', '3.96%', '7400', '-', '36.22', '-', '3.62', '0.53', '1.34', '1.78', '4.21', '1.40', '1.70', '0.00', '0.00', '-0.13%', '1.92%', '23.17%', '3.60%', '8.30%', '-32.10%', '37.30%', '1.80%', '3.00%', '10.70%', '21.37M', '19.25M', '3.97%', '6.29', '-', '-8.09%', '178.75%', '121.44K', '7,116', '47.64%', '105.63%', '79.04%'],
[['CBU'], '-', '3.56B', '189.60M', '388.10M', '38.16', '42.41', '1.72', '2.56%', '2807', '3.00', '19.20', '21.80', '2.40', '9.18', '1.76', '1.58', '53.09', '-', '-', '0.00', '0.00', '-7.92%', '-9.35%', '-10.60%', '1.30%', '9.20%', '15.00%', '-', '98.60%', '48.90%', '47.40%', '54.01M', '53.16M', '3.26%', '9.64', '75.75', '-20.56%', '25.19%', '179.70K', '16,626', '-15.74%', '16.59%', '7.74%'],
[['CCOI'], '-', '3.41B', '4.80M', '580.90M', '-7.27', '8.03', '3.22', '4.40%', '1083', '2.40', '717.35', '61.69', '-', '5.87', '-', '9.11', '-', '4.80', '4.80', '-', '-', '-1.18%', '-3.45%', '4.72%', '0.50%', '-1.60%', '12.70%', '61.70%', '16.10%', '0.80%', '-', '46.23M', '41.89M', '2.41%', '4.78', '83.00', '-9.90%', '35.49%', '211.13K', '10,496', '13.62%', '14.65%', '22.21%'],
[['CCRN'], '-', '783.25M', '34.30M', '1.07B', '5.23', '0.48', '-', '-', '1450', '2.50', '22.48', '27.43', '2.27', '0.73', '3.98', '43.27', '-', '2.30', '2.30', '0.60', '0.58', '-4.57%', '6.44%', '41.23%', '8.30%', '20.50%', '-4.30%', '23.00%', '3.90%', '3.20%', '0.00%', '36.62M', '35.86M', '2.04%', '2.36', '20.57', '-9.35%', '247.67%', '309.79K', '88,099', '62.02%', '228.65%', '134.72%'],
[['CCS'], '-', '2.22B', '361.10M', '3.83B', '44.12', '12.32', '0.60', '0.92%', '1403', '1.70', '6.11', '4.41', '0.67', '0.58', '1.48', '5.29', '7.34', '-', '-', '0.71', '0.61', '-6.94%', '-4.51%', '3.26%', '12.80%', '27.10%', '10.80%', '23.80%', '14.10%', '9.40%', '1.40%', '33.74M', '29.84M', '7.17%', '5.19', '100.00', '-23.20%', '73.45%', '411.77K', '41,105', '6.24%', '65.33%', '48.90%'],
[['CEIX'], '-', '877.97M', '36.40M', '1.18B', '17.21', '4.05', '-', '-', '1494', '2.00', '22.14', '17.77', '-', '0.75', '1.41', '5.98', '5.55', '0.80', '1.00', '1.22', '1.12', '-2.89%', '6.67%', '68.99%', '1.40%', '6.80%', '2.50%', '92.60%', '7.10%', '3.10%', '0.00%', '34.45M', '33.81M', '4.45%', '3.65', '24.33', '-17.25%', '539.07%', '412.86K', '104,786', '141.72%', '362.21%', '235.92%'],
[['CELH'], '-', '7.17B', '11.00M', '187.60M', '2.55', '1.09', '-', '-', '154', '2.00', '647.78', '222.63', '8.83', '38.21', '36.58', '85.54', '-', '2.60', '3.80', '0.00', '0.00', '7.98%', '19.67%', '46.58%', '6.80%', '8.80%', '7.60%', '44.70%', '5.00%', '5.80%', '0.00%', '73.16M', '38.14M', '6.61%', '2.54', '93.00', '-9.72%', '378.43%', '990.97K', '288,594', '101.77%', '325.16%', '85.41%'],
[['CENT'], '-', '2.33B', '168.30M', '3.24B', '22.98', '10.38', '-', '-', '5600', '1.80', '15.38', '15.32', '2.05', '0.72', '2.04', '4.51', '8.32', '2.10', '3.30', '0.95', '0.95', '0.68%', '-3.52%', '-6.31%', '6.30%', '14.80%', '9.20%', '29.40%', '8.00%', '5.20%', '0.00%', '53.98M', '49.77M', '1.21%', '7.31', '53.50', '-26.70%', '28.23%', '82.17K', '15,330', '-11.00%', '22.83%', '21.37%'],
[['CENTA'], '-', '1.76B', '-', '3.24B', '19.71', '-', '-', '-', '7000', '2.00', '17.51', '13.76', '2.97', '0.54', '2.12', '-', '-', '-', '-', '-', '-', '-0.30%', '-4.25%', '-8.23%', '-', '-', '-', '-', '-', '-', '-', '42.22M', '-', '-', '3.28', '57.25', '-26.30%', '24.18%', '205.09K', '19,034', '-12.60%', '18.40%', '14.78%'],
[['CENX'], '-', '1.18B', '-268.80M', '1.75B', '4.11', '0.10', '-', '-', '2078', '2.50', '-', '6.61', '-', '0.67', '3.17', '130.69', '-', '0.40', '1.20', '1.04', '0.89', '0.07%', '-0.20%', '-7.88%', '-19.30%', '-56.10%', '-9.10%', '-1.60%', '-5.80%', '-15.30%', '-', '90.10M', '50.50M', '11.43%', '3.63', '17.00', '-36.73%', '97.77%', '1.59M', '269,189', '-21.32%', '39.36%', '18.13%'],
[['CEVA'], '-', '1.06B', '-3.40M', '109.00M', '11.61', '5.43', '-', '-', '404', '2.10', '-', '50.66', '-', '9.74', '3.91', '8.35', '129.44', '5.50', '5.50', '0.00', '0.00', '-5.75%', '-4.58%', '-13.69%', '-1.10%', '-1.30%', '-2.20%', '89.80%', '2.50%', '-3.10%', '-', '22.82M', '21.98M', '3.04%', '4.56', '60.29', '-48.08%', '21.07%', '146.56K', '32,417', '-20.16%', '23.71%', '-0.35%'],
