Ticker,Index,MarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEG,PriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,
[['MASI'], '-', '15.08B', '223.70M', '1.18B', '25.28', '-', '-', '-', '1600', '2.00', '71.05', '63.19', '5.97', '12.81', '10.86', '-', '97.50', '3.80', '4.80', '0.00', '0.00', '-0.91%', '0.58%', '9.02%', '13.30%', '16.10%', '16.50%', '64.20%', '21.70%', '19.00%', '0.00%', '55.03M', '50.55M', '3.10%', '5.63', '298.80', '-4.86%', '33.29%', '278.74K', '24,270', '24.57%', '22.01%', '2.26%'],
[['MEDP'], '-', '6.62B', '175.00M', '1.03B', '23.73', '9.53', '-', '-', '4100', '2.40', '40.11', '36.75', '2.82', '6.44', '7.84', '19.52', '25.82', '1.20', '1.20', '0.00', '0.00', '-0.61%', '1.65%', '11.42%', '12.50%', '21.20%', '17.90%', '30.20%', '18.60%', '17.00%', '0.00%', '35.89M', '28.54M', '2.58%', '4.18', '182.00', '-6.90%', '74.79%', '176.15K', '21,180', '11.68%', '59.70%', '33.64%'],
[['MCY'], '-', '3.17B', '501.80M', '4.08B', '39.35', '6.81', '2.53', '4.43%', '4300', '3.50', '6.30', '17.04', '0.17', '0.78', '1.45', '8.39', '6.54', '-', '-', '0.17', '0.17', '-3.65%', '-5.78%', '-4.66%', '7.80%', '24.40%', '16.30%', '-', '15.60%', '12.30%', '27.90%', '55.37M', '26.57M', '5.56%', '7.46', '-', '-16.91%', '42.86%', '197.89K', '33,906', '-5.76%', '30.86%', '9.33%'],
[['MRCY'], '-', '2.64B', '62.00M', '924.00M', '26.90', '1.97', '-', '-', '2384', '2.30', '40.98', '16.36', '4.82', '2.86', '1.70', '23.22', '51.21', '2.80', '4.30', '0.13', '0.13', '-7.02%', '-19.21%', '-33.43%', '3.30%', '4.30%', '3.90%', '41.70%', '8.70%', '6.70%', '0.00%', '55.18M', '55.13M', '2.68%', '3.22', '67.63', '-49.04%', '0.44%', '458.76K', '56,793', '-32.25%', '-38.01%', '-47.97%'],
[['MDU'], '-', '6.15B', '417.40M', '5.62B', '15.89', '0.28', '0.85', '2.84%', '12994', '1.80', '14.43', '13.17', '2.03', '1.09', '1.89', '106.21', '-', '1.20', '1.50', '0.75', '0.73', '-6.27%', '-6.71%', '-2.74%', '5.10%', '13.50%', '8.60%', '88.90%', '10.20%', '7.40%', '40.40%', '201.34M', '200.26M', '0.76%', '1.52', '36.60', '-15.19%', '38.73%', '996.96K', '107,218', '-2.44%', '26.99%', '13.78%'],
[['MTG'], '-', '5.08B', '585.30M', '1.19B', '14.48', '0.52', '0.32', '2.14%', '739', '1.80', '8.85', '7.69', '0.83', '4.26', '1.03', '28.46', '8.82', '-', '-', '0.25', '0.25', '-2.72%', '1.91%', '7.84%', '7.90%', '12.40%', '8.50%', '-', '67.70%', '49.00%', '11.60%', '339.33M', '334.65M', '6.09%', '8.18', '17.39', '-5.99%', '77.80%', '2.49M', '508,504', '14.86%', '56.89%', '18.88%'],
[['MIDD'], '-', '9.68B', '322.20M', '2.93B', '38.49', '7.07', '-', '-', '4102', '1.90', '30.02', '18.05', '1.08', '3.30', '4.49', '24.46', '19.32', '1.30', '2.10', '0.86', '0.84', '-3.17%', '-5.25%', '6.62%', '6.20%', '15.90%', '7.10%', '36.10%', '14.90%', '11.00%', '0.00%', '55.23M', '55.03M', '8.75%', '10.30', '214.00', '-11.76%', '101.79%', '467.18K', '72,339', '5.89%', '83.92%', '34.18%'],
[['MIME'], '-', '4.57B', '36.70M', '528.80M', '6.27', '-', '-', '-', '1765', '2.10', '121.68', '45.98', '7.37', '8.64', '10.75', '-', '44.99', '1.40', '1.40', '0.25', '0.23', '-1.92%', '8.46%', '31.87%', '4.00%', '10.40%', '6.40%', '76.00%', '7.50%', '6.90%', '0.00%', '65.20M', '61.30M', '5.65%', '3.75', '68.25', '-7.19%', '79.07%', '922.94K', '118,226', '57.13%', '43.46%', '18.60%'],
[['MKSI'], '-', '8.34B', '476.10M', '2.69B', '47.20', '18.61', '0.88', '0.59%', '5800', '2.00', '17.43', '12.36', '0.82', '3.10', '3.17', '8.03', '18.57', '3.80', '5.00', '0.31', '0.31', '-1.38%', '-4.65%', '-12.65%', '12.00%', '19.70%', '11.90%', '46.10%', '22.50%', '17.70%', '9.50%', '55.40M', '55.21M', '2.97%', '3.65', '220.20', '-27.05%', '39.33%', '450.02K', '110,566', '-13.22%', '38.60%', '-0.65%'],
[['MLHR'], '-', '2.49B', '173.20M', '2.47B', '14.40', '6.72', '0.75', '1.81%', '7600', '2.00', '14.18', '11.76', '0.47', '1.01', '2.88', '6.17', '10.47', '1.40', '1.80', '0.33', '0.32', '-3.14%', '-5.70%', '-2.63%', '8.60%', '21.40%', '16.20%', '38.50%', '9.40%', '7.00%', '19.10%', '59.01M', '58.63M', '3.26%', '2.52', '57.60', '-20.77%', '38.95%', '758.74K', '41,472', '-0.88%', '19.94%', '22.60%'],
[['MMS'], '-', '5.16B', '302.80M', '4.07B', '23.42', '1.56', '1.12', '1.34%', '34300', '2.20', '17.22', '18.81', '1.38', '1.27', '3.57', '53.65', '18.28', '1.50', '1.50', '1.17', '1.12', '-3.48%', '-4.00%', '-3.04%', '11.10%', '22.60%', '17.00%', '22.70%', '10.40%', '7.40%', '22.90%', '62.06M', '60.80M', '2.45%', '4.74', '104.75', '-14.14%', '28.26%', '314.09K', '36,879', '-2.99%', '18.17%', '14.37%'],
[['MOH'], '-', '15.75B', '632.00M', '23.58B', '41.07', '120.99', '-', '-', '10500', '2.40', '25.92', '16.76', '1.28', '0.67', '6.77', '2.30', '7.37', '1.60', '1.60', '0.00', '0.99', '4.57%', '6.14%', '15.58%', '6.70%', '28.60%', '17.40%', '16.00%', '4.10%', '2.70%', '0.00%', '58.40M', '57.88M', '2.11%', '4.12', '281.53', '-1.81%', '83.81%', '296.08K', '54,333', '19.29%', '53.41%', '30.78%'],
[['MPW'], '-', '12.19B', '517.40M', '1.41B', '13.98', '1.19', '1.12', '5.58%', '106', '2.10', '21.70', '15.87', '-', '8.66', '1.44', '16.90', '-', '-', '-', '1.22', '1.22', '-2.59%', '-1.85%', '-4.80%', '2.90%', '6.70%', '4.80%', '97.50%', '66.90%', '36.80%', '118.60%', '587.51M', '582.29M', '4.23%', '5.24', '23.46', '-11.79%', '25.00%', '4.70M', '1,118,884', '-4.11%', '14.36%', '-7.89%']
[['MSA'], '-', '6.02B', '101.80M', '1.34B', '21.37', '5.64', '1.76', '1.16%', '4800', '2.40', '58.55', '26.58', '3.25', '4.49', '7.09', '26.88', '66.62', '1.70', '2.40', '0.40', '0.38', '-4.43%', '-5.69%', '-5.57%', '5.40%', '12.70%', '11.30%', '43.10%', '10.30%', '7.60%', '66.30%', '39.17M', '36.88M', '3.17%', '14.72', '175.25', '-12.49%', '21.42%', '79.51K', '17,896', '-5.03%', '13.53%', '1.40%'],
[['MSM'], '-', '4.42B', '203.50M', '3.16B', '20.46', '0.49', '3.00', '3.81%', '6315', '2.30', '21.72', '14.58', '2.38', '1.40', '3.85', '161.43', '42.09', '0.90', '1.70', '0.66', '0.30', '-4.33%', '-7.42%', '-9.60%', '8.70%', '17.30%', '13.90%', '41.00%', '9.00%', '6.40%', '82.20%', '55.94M', '45.77M', '2.89%', '3.93', '100.71', '-18.06%', '36.73%', '336.52K', '117,616', '-10.96%', '26.51%', '-6.64%'],
[['MAT'], '-', '7.18B', '328.60M', '5.16B', '1.51', '1.09', '-', '-', '32100', '2.20', '21.75', '15.29', '2.18', '1.39', '13.50', '18.67', '16.24', '1.20', '1.90', '5.38', '5.38', '-4.36%', '-3.81%', '1.35%', '6.10%', '65.20%', '9.00%', '49.80%', '12.80%', '6.40%', '0.00%', '349.44M', '347.60M', '4.89%', '6.81', '26.78', '-13.38%', '81.08%', '2.50M', '643,232', '-3.37%', '71.84%', '16.79%'],
[['MTX'], '-', '2.42B', '141.20M', '1.73B', '44.50', '11.79', '0.20', '0.29%', '3566', '2.00', '16.85', '12.21', '3.01', '1.40', '1.57', '5.92', '10.07', '2.80', '3.70', '0.62', '0.62', '-9.53%', '-10.96%', '-7.90%', '4.40%', '9.60%', '6.80%', '25.30%', '13.00%', '8.20%', '4.80%', '33.70M', '33.29M', '0.94%', '2.64', '95.00', '-22.25%', '48.20%', '118.66K', '20,908', '-10.11%', '39.43%', '12.36%'],
[['MTZ'], '-', '6.71B', '370.70M', '7.07B', '29.77', '3.17', '-', '-', '21000', '1.70', '17.77', '15.29', '1.80', '0.95', '3.01', '28.29', '10.97', '1.40', '1.50', '0.73', '0.66', '-5.19%', '-9.19%', '-7.60%', '6.80%', '18.30%', '10.20%', '16.70%', '7.30%', '5.20%', '0.00%', '72.50M', '55.91M', '5.48%', '3.66', '125.09', '-29.22%', '115.49%', '835.68K', '184,179', '-2.95%', '100.07%', '31.43%'],
[['MUR'], '-', '3.33B', '-765.10M', '1.65B', '25.13', '2.65', '0.50', '2.37%', '675', '2.80', '-', '11.48', '-', '2.01', '0.84', '7.96', '3.52', '0.70', '0.70', '0.71', '0.71', '-3.77%', '-4.65%', '9.95%', '-7.30%', '-18.70%', '-14.80%', '71.50%', '-43.70%', '-46.30%', '-', '154.40M', '145.12M', '9.08%', '5.42', '27.34', '-22.29%', '188.29%', '2.43M', '553,855', '14.71%', '99.15%', '74.63%'],
[['MUSA'], '-', '4.11B', '312.00M', '13.69B', '28.51', '6.69', '1.00', '0.60%', '4900', '2.60', '14.87', '17.72', '3.31', '0.30', '5.85', '24.91', '17.32', '0.70', '1.10', '2.39', '2.37', '4.30%', '7.35%', '17.22%', '9.30%', '38.80%', '24.30%', '11.20%', '3.50%', '2.30%', '6.60%', '26.58M', '23.88M', '5.92%', '6.36', '163.75', '-3.70%', '37.45%', '222.36K', '49,217', '21.44%', '21.82%', '27.39%'],
[['NATI'], '-', '5.58B', '21.90M', '1.36B', '9.33', '1.99', '1.08', '2.58%', '7000', '2.70', '255.55', '36.04', '44.14', '4.11', '4.49', '21.10', '-', '1.80', '2.50', '0.08', '0.08', '-1.11%', '-1.38%', '-2.75%', '1.20%', '1.80%', '10.90%', '70.80%', '3.00%', '1.60%', '639.70%', '132.50M', '122.68M', '2.28%', '5.80', '47.00', '-12.68%', '36.06%', '482.47K', '97,603', '-1.34%', '13.36%', '-4.62%'],
[['NAVI'], '-', '3.94B', '947.00M', '1.89B', '15.52', '8.66', '0.64', '2.72%', '5560', '2.20', '4.61', '7.27', '0.62', '2.08', '1.51', '2.71', '6.48', '-', '-', '29.57', '28.07', '-0.92%', '5.05%', '41.60%', '1.10%', '37.50%', '0.50%', '-', '64.40%', '50.10%', '12.40%', '174.00M', '162.64M', '5.11%', '4.70', '21.35', '-4.50%', '206.33%', '1.77M', '362,153', '70.71%', '177.33%', '139.21%'],
[['NBIX'], '-', '9.06B', '364.70M', '1.03B', '13.52', '9.43', '-', '-', '845', '2.00', '25.93', '24.86', '0.82', '8.78', '7.14', '10.24', '36.50', '5.10', '5.20', '0.00', '0.26', '-0.21%', '0.84%', '-3.48%', '20.70%', '33.00%', '30.80%', '98.90%', '10.00%', '35.30%', '0.00%', '94.60M', '92.56M', '4.04%', '5.41', '122.19', '-21.20%', '11.80%', '691.73K', '91,170', '4.64%', '-5.27%', '0.68%'],
[['NCR'], '-', '5.15B', '-99.00M', '6.44B', '8.81', '3.36', '-', '-', '36000', '1.90', '-', '10.08', '-', '0.80', '4.38', '11.48', '9.01', '0.80', '1.00', '5.21', '4.93', '-8.78%', '-11.60%', '-7.20%', '-1.80%', '-15.20%', '5.70%', '25.20%', '3.40%', '-2.70%', '-', '131.00M', '126.82M', '6.70%', '7.66', '53.86', '-24.68%', '105.79%', '1.11M', '218,742', '4.60%', '86.66%', '2.79%'],
[['NDSN'], '-', '14.14B', '362.40M', '2.32B', '35.50', '2.98', '1.56', '0.65%', '6800', '2.20', '39.18', '27.09', '3.01', '6.09', '6.81', '81.19', '32.53', '1.80', '2.50', '0.41', '0.39', '0.80%', '4.67%', '14.71%', '9.90%', '19.00%', '10.30%', '55.60%', '21.60%', '15.60%', '25.00%', '58.11M', '51.60M', '0.66%', '1.70', '274.17', '-2.03%', '34.88%', '199.05K', '16,384', '19.63%', '24.18%', '20.35%'],
[['NEOG'], '-', '4.50B', '60.90M', '468.50M', '7.73', '3.51', '-', '-', '1841', '2.30', '72.98', '55.03', '7.30', '9.60', '5.35', '11.81', '82.71', '9.20', '11.00', '0.00', '0.00', '-5.60%', '-6.19%', '-6.42%', '7.00%', '7.70%', '7.10%', '45.90%', '15.80%', '13.00%', '0.00%', '108.69M', '107.10M', '2.84%', '10.81', '55.00', '-16.64%', '22.98%', '281.56K', '58,267', '0.29%', '10.27%', '4.36%'],
[['NEU'], '-', '3.58B', '283.80M', '2.20B', '77.90', '13.92', '7.60', '2.35%', '2105', '3.00', '12.45', '-', '1.62', '1.63', '4.16', '23.29', '31.63', '2.60', '3.80', '0.00', '1.17', '-4.91%', '-1.30%', '-10.90%', '13.10%', '36.10%', '18.30%', '28.20%', '15.20%', '12.90%', '29.20%', '10.90M', '8.28M', '0.75%', '1.48', '-', '-25.20%', '8.84%', '42.03K', '6,409', '-16.69%', '-11.54%', '-18.65%'],
[['NFG'], '-', '4.74B', '131.10M', '1.67B', '22.06', '1.28', '1.82', '3.56%', '2162', '2.30', '36.07', '10.94', '4.24', '2.83', '2.32', '40.14', '-', '0.60', '0.70', '1.31', '1.31', '-0.81%', '-1.09%', '4.70%', '1.90%', '6.50%', '0.20%', '89.80%', '19.00%', '7.80%', '123.90%', '91.17M', '89.80M', '2.21%', '5.54', '57.00', '-7.41%', '35.01%', '358.39K', '52,396', '3.92%', '21.10%', '24.46%'],
[['NJR'], '-', '3.44B', '162.30M', '2.02B', '17.46', '0.05', '1.33', '3.81%', '1156', '2.20', '20.79', '15.41', '3.46', '1.70', '2.00', '731.46', '17.74', '0.60', '0.80', '1.44', '1.32', '-5.82%', '-8.66%', '-10.86%', '3.00%', '9.50%', '5.50%', '40.50%', '16.10%', '8.00%', '77.50%', '96.35M', '95.64M', '1.76%', '3.36', '44.33', '-21.57%', '34.63%', '502.62K', '59,498', '-16.08%', '25.21%', '-1.77%'],
[['NKTR'], '-', '2.99B', '-474.30M', '105.50M', '4.95', '5.52', '-', '-', '718', '2.20', '-', '-', '-', '28.33', '3.34', '2.99', '-', '7.90', '8.10', '0.00', '0.00', '6.44%', '5.45%', '-10.37%', '-32.30%', '-45.70%', '-39.50%', '77.90%', '-', '-', '-', '182.70M', '182.23M', '9.52%', '20.27', '-', '-38.58%', '27.17%', '856.03K', '105,688', '-23.81%', '-18.83%', '-2.88%'],
[['NNN'], '-', '7.95B', '228.30M', '680.70M', '22.48', '1.40', '2.12', '4.74%', '68', '2.20', '34.04', '25.79', '3.40', '11.68', '1.99', '31.86', '-', '-', '-', '0.84', '0.84', '-3.91%', '-5.98%', '-0.26%', '3.00%', '5.80%', '-', '95.80%', '55.60%', '33.50%', '158.40%', '174.61M', '174.14M', '2.57%', '5.27', '52.50', '-11.19%', '42.31%', '848.53K', '186,806', '5.23%', '17.02%', '9.24%'],
[['NSA'], '-', '5.08B', '67.90M', '484.80M', '12.37', '0.25', '1.49', '2.62%', '924', '2.20', '70.76', '38.97', '6.43', '10.49', '4.59', '226.98', '32.43', '-', '-', '2.17', '2.17', '-0.30%', '2.82%', '27.18%', '1.90%', '8.30%', '5.40%', '-', '36.20%', '14.00%', '151.50%', '76.71M', '-', '-', '1.57', '58.30', '-3.97%', '79.10%', '844.77K', '115,406', '45.62%', '64.12%', '57.70%'],
[['NTCT'], '-', '2.02B', '25.40M', '837.70M', '27.12', '6.59', '-', '-', '2421', '2.80', '78.68', '14.00', '44.20', '2.41', '0.99', '4.08', '11.14', '1.80', '1.90', '0.17', '0.17', '-3.81%', '-5.63%', '-7.47%', '0.80%', '1.30%', '1.50%', '73.30%', '4.90%', '3.00%', '0.00%', '73.86M', '71.24M', '3.69%', '7.03', '29.88', '-17.86%', '32.64%', '373.75K', '65,472', '-8.50%', '18.29%', '-1.86%'],
[['JWN'], '-', '4.44B', '0.00M', '13.40B', '1.69', '3.09', '-', '-', '62000', '3.10', '-', '11.78', '-', '0.33', '16.64', '9.11', '10.72', '0.30', '0.90', '10.63', '10.63', '-6.64%', '-15.10%', '-21.89%', '0.00%', '0.00%', '-14.20%', '34.80%', '1.50%', '0.00%', '0.00%', '159.00M', '111.91M', '19.28%', '4.75', '34.78', '-41.27%', '132.76%', '4.54M', '840,888', '-33.82%', '88.22%', '-9.90%'],
[['NUS'], '-', '2.09B', '236.50M', '2.83B', '18.31', '7.90', '1.52', '3.49%', '5000', '2.40', '9.59', '8.99', '1.41', '0.74', '2.38', '5.51', '31.58', '0.90', '1.60', '0.48', '0.31', '-13.19%', '-18.07%', '-22.13%', '12.20%', '26.90%', '15.60%', '74.60%', '11.00%', '8.40%', '32.40%', '50.12M', '49.26M', '4.76%', '4.50', '67.20', '-33.66%', '2.69%', '520.60K', '100,815', '-19.82%', '-17.25%', '-20.25%'],
[['NUVA'], '-', '3.04B', '1.90M', '1.15B', '16.31', '3.98', '-', '-', '2700', '2.60', '1690.00', '21.31', '90.27', '2.63', '3.63', '14.88', '24.27', '2.30', '4.00', '1.05', '1.05', '-0.73%', '-3.31%', '-4.67%', '0.10%', '0.20%', '2.10%', '72.30%', '6.10%', '0.20%', '0.00%', '51.57M', '51.35M', '7.66%', '6.37', '73.69', '-18.61%', '37.09%', '617.77K', '93,276', '-11.82%', '11.88%', '5.01%'],
[['NVST'], '-', '7.01B', '305.80M', '2.82B', '24.00', '3.36', '-', '-', '12400', '2.00', '24.47', '19.96', '-', '2.48', '1.77', '12.65', '16.52', '0.90', '1.10', '0.34', '0.23', '-2.34%', '-0.69%', '3.67%', '4.70%', '8.20%', '1.80%', '55.70%', '13.20%', '10.80%', '0.00%', '161.20M', '160.90M', '6.25%', '6.25', '53.00', '-10.28%', '85.43%', '1.61M', '148,397', '2.63%', '65.87%', '26.09%'],
[['NVT'], '-', '5.58B', '40.00M', '2.18B', '14.85', '0.60', '0.70', '2.14%', '8800', '2.10', '135.44', '15.31', '8.16', '2.56', '2.20', '54.78', '23.45', '1.20', '1.70', '0.44', '0.43', '-5.36%', '-2.52%', '9.74%', '0.90%', '1.60%', '0.00%', '38.40%', '4.70%', '1.80%', '282.70%', '167.90M', '166.98M', '0.79%', '1.64', '41.29', '-9.38%', '87.29%', '806.38K', '92,815', '13.57%', '72.06%', '40.15%'],
[['NWE'], '-', '3.15B', '183.30M', '1.29B', '42.70', '0.11', '2.48', '4.12%', '1530', '2.10', '16.70', '16.46', '3.71', '2.44', '1.41', '534.74', '-', '0.80', '1.00', '1.16', '1.16', '-5.14%', '-4.29%', '-2.52%', '2.90%', '8.70%', '5.50%', '71.70%', '19.80%', '14.20%', '67.50%', '50.99M', '50.85M', '1.54%', '2.95', '70.43', '-15.01%', '26.86%', '264.94K', '43,291', '-5.48%', '20.35%', '3.14%'],
[['NYCB'], '-', '5.90B', '493.80M', '1.70B', '13.82', '6.01', '0.68', '5.35%', '2948', '2.20', '11.94', '8.86', '-', '3.47', '0.92', '2.11', '-', '-', '-', '0.10', '0.10', '-0.77%', '2.82%', '6.56%', '1.00%', '8.90%', '13.70%', '-', '73.00%', '33.10%', '56.00%', '464.09M', '455.91M', '10.43%', '7.36', '15.13', '-6.20%', '60.75%', '6.46M', '1,431,881', '4.69%', '40.86%', '20.57%']
[['NYT'], '-', '8.18B', '139.00M', '1.91B', '8.43', '3.93', '0.28', '0.58%', '4700', '2.30', '58.92', '36.87', '5.67', '4.29', '5.77', '12.40', '37.11', '2.00', '2.00', '0.00', '0.00', '-4.44%', '2.20%', '1.69%', '6.10%', '10.40%', '6.10%', '48.20%', '8.60%', '7.30%', '31.40%', '168.01M', '164.57M', '9.31%', '10.63', '52.29', '-17.91%', '29.56%', '1.44M', '302,123', '-2.52%', '15.09%', '-5.99%'],
[['OFC'], '-', '3.09B', '85.10M', '644.90M', '14.62', '0.15', '1.10', '4.06%', '406', '1.80', '35.79', '26.98', '4.36', '4.79', '1.85', '179.47', '34.92', '-', '-', '0.00', '1.29', '-3.16%', '-5.27%', '-1.33%', '2.10%', '5.20%', '4.90%', '55.20%', '19.80%', '13.20%', '144.60%', '111.97M', '111.95M', '1.77%', '1.87', '33.08', '-11.14%', '25.05%', '1.06M', '58,122', '-0.48%', '12.97%', '3.87%'],
[['OGE'], '-', '6.82B', '397.80M', '3.40B', '18.19', '0.00', '1.61', '4.77%', '2360', '2.30', '16.99', '15.55', '4.36', '2.01', '1.85', '-', '-', '0.40', '0.50', '1.34', '1.23', '-4.30%', '-2.91%', '1.93%', '3.50%', '10.90%', '9.00%', '43.50%', '15.30%', '11.70%', '80.20%', '200.20M', '199.63M', '1.14%', '1.96', '37.89', '-8.08%', '19.54%', '1.16M', '184,665', '4.52%', '14.84%', '5.90%'],
[['OGS'], '-', '3.47B', '205.10M', '1.67B', '43.34', '3.88', '2.32', '3.61%', '3700', '2.80', '16.77', '15.71', '3.35', '2.08', '1.48', '16.57', '-', '1.30', '1.60', '1.76', '1.76', '-8.27%', '-10.94%', '-13.73%', '2.90%', '9.10%', '6.20%', '60.70%', '18.40%', '12.30%', '58.30%', '53.47M', '52.53M', '1.62%', '3.67', '79.50', '-21.82%', '0.28%', '231.58K', '30,869', '-14.04%', '-6.82%', '-16.31%'],
[['OHI'], '-', '7.75B', '214.60M', '914.20M', '16.98', '0.41', '2.68', '8.41%', '68', '2.40', '36.59', '17.94', '2.32', '8.48', '1.88', '76.92', '21.36', '-', '-', '1.31', '1.31', '-3.75%', '-8.57%', '-12.72%', '2.20%', '5.50%', '1.50%', '98.80%', '23.30%', '23.50%', '293.60%', '236.23M', '232.43M', '4.07%', '4.75', '38.64', '-19.03%', '13.35%', '1.99M', '684,850', '-12.68%', '-2.09%', '-12.25%'],
[['OLED'], '-', '9.41B', '185.40M', '522.30M', '20.96', '15.26', '0.80', '0.41%', '349', '2.20', '49.96', '36.16', '1.48', '18.01', '9.34', '12.82', '88.90', '5.50', '6.10', '0.00', '0.00', '-5.30%', '-7.93%', '-12.95%', '14.40%', '19.80%', '14.00%', '79.30%', '43.60%', '35.50%', '17.80%', '47.30M', '43.06M', '1.93%', '2.88', '251.00', '-26.43%', '20.06%', '289.47K', '62,848', '-14.76%', '15.99%', '-14.82%'],
[['OLLI'], '-', '4.48B', '199.40M', '1.80B', '21.42', '6.74', '-', '-', '4400', '2.40', '22.52', '22.06', '5.36', '2.49', '3.17', '10.08', '27.53', '1.80', '3.40', '0.00', '0.00', '-9.38%', '-19.36%', '-22.51%', '9.90%', '14.80%', '18.10%', '40.10%', '14.40%', '11.10%', '0.00%', '65.31M', '56.41M', '17.79%', '9.28', '84.93', '-45.56%', '2.94%', '1.08M', '138,766', '-24.15%', '-19.25%', '-16.86%'],
[['OLN'], '-', '7.83B', '-170.40M', '7.23B', '12.97', '1.69', '0.80', '1.65%', '8000', '1.80', '-', '7.33', '-', '1.08', '3.74', '28.72', '10.81', '1.10', '1.60', '1.63', '1.63', '-5.14%', '-1.38%', '18.52%', '-2.00%', '-10.20%', '-13.10%', '18.40%', '2.40%', '-2.40%', '-', '159.90M', '159.75M', '2.47%', '3.07', '62.25', '-11.78%', '298.78%', '1.28M', '468,070', '21.80%', '292.00%', '97.43%'],
[['OPCH'], '-', '4.60B', '48.50M', '3.21B', '5.88', '0.88', '-', '-', '5146', '1.60', '96.44', '29.46', '9.64', '1.43', '4.38', '29.18', '32.45', '1.20', '1.60', '1.07', '1.06', '-0.98%', '11.59%', '30.35%', '1.80%', '4.70%', '5.60%', '22.50%', '4.90%', '1.50%', '0.00%', '179.84M', '141.74M', '3.92%', '2.55', '27.81', '-8.93%', '134.50%', '2.18M', '348,503', '36.60%', '130.32%', '64.64%'],
[['ORI'], '-', '7.12B', '1.58B', '8.16B', '22.60', '0.35', '0.88', '3.83%', '9000', '2.30', '4.35', '9.71', '0.43', '0.87', '1.02', '65.18', '10.14', '-', '-', '0.23', '0.23', '-5.83%', '-4.31%', '5.51%', '6.80%', '24.90%', '10.60%', '-', '13.40%', '19.40%', '16.20%', '299.94M', '283.39M', '1.20%', '1.67', '28.00', '-9.77%', '82.13%', '2.03M', '465,388', '11.95%', '71.03%', '30.68%'],
[['OSK'], '-', '7.47B', '483.00M', '7.46B', '46.94', '16.90', '1.32', '1.22%', '14400', '1.90', '15.51', '12.83', '0.73', '1.00', '2.30', '6.40', '7.40', '1.50', '2.10', '0.25', '0.25', '-5.65%', '-8.76%', '-5.97%', '7.80%', '16.10%', '10.20%', '16.50%', '7.60%', '6.50%', '18.30%', '68.78M', '68.23M', '2.20%', '3.14', '144.71', '-23.13%', '58.33%', '477.38K', '76,948', '-10.08%', '36.73%', '25.68%'],
[['OC'], '-', '9.74B', '946.00M', '7.98B', '39.36', '8.36', '1.04', '1.13%', '19000', '2.50', '10.39', '9.88', '1.21', '1.22', '2.33', '10.97', '8.42', '1.40', '1.90', '0.00', '0.76', '-4.86%', '-4.71%', '-0.91%', '9.90%', '24.00%', '-3.80%', '25.60%', '16.10%', '11.90%', '11.30%', '104.60M', '101.70M', '2.87%', '3.93', '114.86', '-17.86%', '39.82%', '742.20K', '170,876', '0.88%', '34.36%', '21.03%'],
[['OZK'], '-', '5.23B', '528.70M', '1.07B', '34.70', '11.10', '1.12', '2.75%', '2652', '2.50', '10.01', '11.18', '0.83', '4.89', '1.17', '3.67', '13.80', '-', '-', '0.24', '0.24', '-4.48%', '-4.14%', '0.22%', '2.00%', '12.20%', '15.00%', '-', '87.60%', '49.40%', '27.10%', '129.72M', '126.43M', '1.83%', '3.93', '47.90', '-12.94%', '98.51%', '589.11K', '89,425', '-6.58%', '83.07%', '30.38%'],
[['PACW'], '-', '4.90B', '487.00M', '1.09B', '32.87', '58.34', '1.00', '2.38%', '1700', '1.90', '10.09', '9.95', '1.01', '4.49', '1.28', '0.72', '15.57', '-', '-', '0.00', '0.23', '-3.31%', '-0.93%', '6.94%', '1.60%', '13.40%', '23.10%', '-', '-', '44.60%', '24.00%', '117.03M', '114.71M', '2.16%', '3.46', '49.95', '-12.89%', '160.69%', '715.69K', '133,036', '1.89%', '135.46%', '65.47%'],
[['PK'], '-', '4.60B', '-799.00M', '699.00M', '19.47', '3.80', '1.80', '9.37%', '182', '2.50', '-', '2745.71', '-', '6.57', '0.99', '5.06', '-', '-', '-', '1.11', '1.11', '0.59%', '1.72%', '-4.11%', '-7.60%', '-16.60%', '-11.90%', '63.70%', '-76.10%', '-', '-', '236.00M', '233.81M', '5.49%', '4.46', '22.53', '-23.10%', '114.23%', '2.88M', '582,527', '-16.00%', '71.76%', '12.07%'],
[['PCTY'], '-', '15.18B', '70.80M', '635.60M', '8.74', '3.75', '-', '-', '4150', '2.10', '218.96', '96.78', '10.95', '23.88', '31.52', '73.40', '131.54', '1.10', '1.10', '0.00', '0.00', '2.49%', '15.43%', '36.62%', '2.90%', '16.40%', '15.00%', '65.50%', '9.10%', '11.10%', '0.00%', '54.54M', '38.87M', '1.72%', '3.13', '252.23', '-2.21%', '95.97%', '214.05K', '74,078', '57.27%', '90.12%', '33.77%'],
